line_number,status,reasons,left_or_columns,right
11091,rejected,source_tag,"ᎠᎴ ᎤᎶᎩᎸ ᎤᏅᎪᎳᏖᏍᏗ; ᎠᎴ ᏕᎦᎦᏂᏍᎨᏍᏗ ᎾᏍᎩ ᎠᏆᏅᏗᏓᏍᏗᏱ ᎤᎵᏍᏆᏗᏍᏗ ᏂᎨᏒᎾ ᎧᏃᎮᏛ ᏚᎾᏠᎯᏍᏛ ᎤᏁᎳᏅᎯ ᎠᎴ ᎾᏂᎥ ᏗᏅᏃᏛ, ᎾᏍᎩ ᎤᏂᏇᏓᎵ ᏥᎩ, ᎾᏍᎩ ᎡᎶᎯ ᏣᏁᎭ.","and the bow hath been in the cloud, and I have seen it -- to remember the covenant age-during between God and every living creature among all flesh which [is] on the earth.'"
11094,rejected,source_tag,"ᎿᏉᏃ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᎪᎯᏍᎩᏂ ᏥᎩ, ᎩᎶ ᎠᏕᎸ-ᏗᎦᎶᏗ ᎤᎾᎡᏍᏗ, ᎦᏁᎨᏍᏗ, ᎠᎴ ᎾᏍᏉ ᏕᎦᎶᏗ; ᎩᎶᏃ ᎠᏰᎳᏍᏗ ᎦᏅᎯᏛ ᏄᏩᏴᎾ ᎨᏎᏍᏗ, ᏫᎦᎾᏚᎦ ᎤᏄᏬ ᎠᎴ ᏭᏩᎯ.","Then said he to them, ‘But, now, he who is having a bag, let him take [it] up, and in like manner also a scrip; and he who is not having, let him sell his garment, and buy a sword,"
11103,rejected,source_tag,"ᎠᎴ ᎾᎯᏳ ᎢᏳᏓᎴᏅᏛ ᎤᏂᏣᏛ ᎬᏩᏍᏓᏩᏗᏙᎯ ᎤᎾᏨᏒᎩ, ᎠᎴ ᎥᏝ ᎿᏉ ᎢᎸᎯᏳ ᏳᏁᏙᎴᎢ.","From this [time] many of his disciples went away backward, and were no more walking with him,"
11124,rejected,duplicate_exact,ᎤᏍᏗᎢ ᎠᎩᏙ ᎡᎭ. ᏥᎦᏴᎵᏯ ᏏᏅ ᎠᎩᏙ ᎨᏒᎢ.,I have a baby brother. I am older than my brother.
11152,rejected,source_tag,"… ᏂᎯ ᏦᏰᏂ ᎨᏣᏍᎦᎩ ᎠᏂᎩᎵᎨᏂ ᏕᎯᏂᏴᏎᏍᏗ, ᏣᏙᏓ ᏧᏪᏥ ᎡᎳᏗ ᏂᎨᏣᏛᏁᎮᏍᏗ.","… Thy hand [is] on the neck of thine enemies, Sons of thy father bow themselves to thee."
11157,rejected,source_tag,ᎿᏉᏃ ᏆᎴᏗ ᎤᏂᏴᎲᎩ ᏥᏌ ᎠᎴ ᎤᎵᎥᏂᎸᎩ.,"Then, therefore, did Pilate take Jesus and scourge [him],"
11160,rejected,source_tag,… ᎴᎻᎩ [ᎤᎸᎯ] ᎦᎵᏆᏍᎪᎯ ᎦᎵᏉᎩ ᎢᏳᏩᎫᏗ ᎠᏎ ᎠᎦᏞᏤᏗ ᎨᏎᏍᏗ.,… And for Lamech seventy and sevenfold.'
11161,rejected,duplicate_exact,… ᏦᏩ ᎦᎵᏆᏚ ᎢᏳᏕᏘᏴᏛ ᎨᏎ ᏧᏂᎵ ᎤᎾᎵᎪᎭ ᏓᏅᎿᏗᏍᏗᏍᎨ ᎠᏫ; …,"… Joseph, a son of seventeen years, hath been enjoying himself with his brethren among the flock, …"
11186,rejected,source_tag,"ᎤᏁᎳᏅᎯᏃ ᎯᎠ ᏄᏪᏎᎢ; ᎬᏂᏳᏉ ᏂᎦᎥ ᎦᏄᎸᎯ ᎠᎦᏔᏛᏍᎩ ᎾᏍᎩ ᏂᎬᎾᏛ ᎦᏙᎯ ᏣᏛᏍᎦ, …","And God saith, 'Lo, I have given to you every herb sowing seed, which [is] upon the face of all the earth, …"
11188,rejected,source_tag,"ᎢᏏᎦ ᏗᎦᎵᎠᏅᎯᏛ ᎤᎵᏂᎩᏛ, ᏗᏴᏙᏗᏱ ᎠᏰᎵ ᎦᏅᎦ.","Issacher [is] a strong ass, Crouching between the two folds;"
11212,rejected,duplicate_exact,ᎧᎶᏇᏗ ᎬᏗ ᏄᏅᏁᎴᎢ ᎦᎭᏗ ᏃᎴ ᏍᏆᎸᏂᏍᏗ.,They made a wedge and maul from locust.
11216,rejected,source_tag,"ᎯᎠᏃ ᎾᏍᏉ ᏂᎤᏪᏎᎴᎢ, ᎢᏧᎳ ᎧᏁᏍᎦ ᎠᎴ ᎨᎶᎸᏗ ᏰᎵᏉ ᎣᎩᎭ, …","She saith also unto him, 'Both straw and provender [are] abundant with us, …"
11224,rejected,source_tag,"… ᎠᎴ ᎬᏂᏳᏉ ᎤᏔᏅ ᎩᎦᎨ ᎢᎾᏛ [ᏫᏥᎪᎥᎩ,] ᎦᎸᏉᎩ ᏓᏍᎫᏓᏛᎩ, …","… and, lo, a great red dragon, having seven heads …"
11233,rejected,source_tag,"ᎴᏆᏂᏃ ᎯᎠ ᏄᏪᏎᎴᎢ, ᎤᏙᎯᏳᎯᏯ ᏂᎯ ᎠᏴ ᏗᎩᎪᎳ ᎠᎴ ᎠᏴ ᎠᎩᏇᏓᎸᎢ …","and Laban saith to him, 'Only my bone and my flesh [art] thou;' …"
11243,rejected,duplicate_exact,ᎧᎶᏇᏗ ᎬᏗ ᏄᏅᏁᎴᎢ ᎦᎭᏗ ᏃᎴ ᏍᏆᎸᏂᏍᏗ.,They made a wedge and maul from locust.
11247,rejected,source_tag,"ᎤᏟ ᎤᏏᏳ ᎭᏫᏯ ᎠᎩᏍᏗᏱ ᏂᎨᏒᎾ, ᎠᎴ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ ᎠᏗᏔᏍᏗᏱ ᏂᎨᏒᎾ, …","Right [it is] not to eat flesh, nor to drink wine, …"
11255,rejected,source_tag,"… ᎠᎴ ᏓᎩᎧᎭ ᎠᏂᏯᏫᏍᎩ ᎾᏍᎩ ᏕᎬᏆᏁᎶᏙᎢ, ᎩᎶᏃ ᎮᎾ ᏥᏲᏏ, ᎡᎪᎢ; ᏅᏩᏓᎴᏃ ᎡᎮᎾ ᏥᏲᏏ, ᏗᎡᎪᎢ; ᏥᏅᏏᏓᏍᏗᏃ, ᎯᎠ ᎿᏛᎦ ᏥᏲᏏ, ᎾᏍᎩ ᎾᏛᏁᎰᎢ.","… having under myself soldiers, and I say to this one, Go, and he goeth, and to another, Be coming, and he cometh, and to my servant, Do this, and he doth [it].’"
11261,rejected,duplicate_exact,ᎧᎶᏇᏗ ᎬᏗ ᏄᏅᏁᎴᎢ ᎦᎭᏗ ᏃᎴ ᏍᏆᎸᏂᏍᏗ.,They made a wedge and maul from locust.
11264,rejected,source_tag,… ᏅᎩ ᏕᎨᏴ ᏂᎦᎵᏍᏗᏍᎨᎢ.,… hath become four chief [rivers];
11266,rejected,duplicate_exact,“ᎢᏣᏙᎴᏆᏍᎨᏍᏗ ᏗᏓᏅᏬ ᏅᏬᏗ …,“You should be learning doctoring medicine …
11289,rejected,source_tag,"… ᎠᎴ ᎾᏍᎩ ᏄᏍᏕᏍᏗ ᏓᏕᏲᎲᏍᎨᏍᏗ, ᎦᎸᏉᏗᏳ ᎠᎪᏎᎮᏍᏗ ᎦᎸᎳᏗ ᎡᎯ ᎤᎬᏫᏳᎯ ᎨᏒᎢ.","… but whoever may do and may teach [them], he shall be called great in the reign of the heavens."
11293,rejected,source_tag,"… ᎠᏴ ᎾᏍᏉ ᎦᏍᎩᏓᏍᎬᎩ, ᎠᎴ ᎬᏂᏳᏉ ᏦᎢ ᏔᎷᏣ ᎦᏚ ᎤᏂᏁᎬ ᏗᎦᎶᏗ ᏓᏆᏃᏍᏛᎩ;","… 'I also [am] in a dream, and lo, three baskets of white bread [are] on my head,"
11305,rejected,source_tag,"ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎾᏍᎩ [ᎠᎨᏴ] ᎿᏉ ᎤᏙᎴᎰᏒ ᎤᏂᏴ ᎤᏄᏬ ᎤᏒᎦᎸᎢ, ᎠᎴ ᏙᏱ ᏮᏗᏢᏍᏔᏅᎢ,","And it cometh to pass when she seeth that he hath left his garment in her hand, and fleeth without,"
11316,rejected,duplicate_exact,"ᏗᎧᎸᎬᏃ ᎢᏗᏢ ᏗᏂᎶᏍᎨᏍᏗ, ᎠᎴ ᏭᏕᎵᎬᎢ, ᎠᎴ ᏧᏴᏢᎢ, ᎠᎴ ᏧᎦᎾᏮᎢ, …","and they shall come from east and west, and from north and south, …"
11323,rejected,duplicate_exact,"ᏗᎧᎸᎬᏃ ᎢᏗᏢ ᏗᏂᎶᏍᎨᏍᏗ, ᎠᎴ ᏭᏕᎵᎬᎢ, ᎠᎴ ᏧᏴᏢᎢ, ᎠᎴ ᏧᎦᎾᏮᎢ, …","and they shall come from east and west, and from north and south, …"
11324,rejected,source_tag,… ᏰᎵᏉ ᎤᏲ ᎢᎦ ᎤᏪᎲᎢ.,… sufficient for the day [is] the evil of it.
11330,rejected,scripture_reference,"ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 27:12, ᏗᏔᎳᏗᏍᏗᏱᏃ ᏃᏒᎾ ᎨᏒ ᎾᎿ ᎤᎪᎳᏗᏴᏗᏱ, ᎤᏟ ᎢᏯᏂᎢ ᎤᏂᏁᏨᎩ ᎾᏍᏉ ᎾᎿ ᎤᏂᏴᏫᏛᏗᏱ","Acts 27:12 And because the haven was not commodious to winter in, the more part advised to depart thence also..."
11335,rejected,source_tag,ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 27:28 ᎾᏍᏛᎬᏃ ᎤᎾᏟᎶᎥ ᎤᎾᏙᎴᎰᏒᎩ ᏔᎳᏍᎪᎯ ᎢᎪᎷᏅᏗ ᎨᏒᎢ,"And [they]sounded, and found it twenty fathoms"
11338,rejected,duplicate_exact,ᏧᏙᏓᏋᏓ ᎦᎶᎩᏍᎪ ᎤᏫᏒᏅᎢ.,He hoes his garden every day.
11340,rejected,source_tag,ᎾᏍᎩ ᎯᎠ ᏄᏍᏗ ᎢᏨᏁᏤᎭ ᏗᏣᏓᎨᎯᏳ ᎢᏳᎵᏍᏙᏗᏱ. [ᏣᏂ ᎤᏬᏪᎳᏅᎯ 15:17],"These things I command you, that ye love one another. [John 15:17]"
11346,rejected,scripture_reference,Revelation 21:19 ᏕᎦᎫᏍᏓᎥᏃ ᎠᏐᏴ ᎦᏚᎲᎢ ᏕᎪᏑᎢᏍᏛᎩ ᏄᏓᎴᏒ ᏗᎦᎸᏉᏗ ᏅᏯ,And the foundations of the wall of the city were garnished with all manner of precious stones.
11347,rejected,scripture_reference,"Revelation 21:19 ᎢᎬᏱᏱ ᎦᎫᏍᏓᎥ ᏣᏍᏆ ᎨᏒᎩ, ᏔᎵᏁᏃ ᏌᏆᏯ, ᏦᎢᏁᏃ ᎦᎵᏏᏙᏂ, ᏅᎩᏁᏃ ᎡᎻᎳ","The first foundation was jasper; the second, sapphire; the third, a chalcedony; the fourth, an emerald"
11348,rejected,scripture_reference,"Revelation 21:19 ᎢᎬᏱᏱ ᎦᎫᏍᏓᎥ ᏣᏍᏆ ᎨᏒᎩ, ᏔᎵᏁᏃ ᏌᏆᏯ, ᏦᎢᏁᏃ ᎦᎵᏏᏙᏂ, ᏅᎩᏁᏃ ᎡᎻᎳ","The first foundation was jasper; the second, sapphire; the third, a chalcedony; the fourth, an emerald"
11349,rejected,scripture_reference,"Revelation 21:19 ᎢᎬᏱᏱ ᎦᎫᏍᏓᎥ ᏣᏍᏆ ᎨᏒᎩ, ᏔᎵᏁᏃ ᏌᏆᏯ, ᏦᎢᏁᏃ ᎦᎵᏏᏙᏂ, ᏅᎩᏁᏃ ᎡᎻᎳ","The first foundation was jasper; the second, sapphire; the third, a chalcedony; the fourth, an emerald"
11350,rejected,scripture_reference,"Revelation 18:13 ᎠᎴ ᏏᏂᎹᏂ, ᎠᎴ ᏗᎦᏩᏒᎩ, ᎠᎴ ᎠᏠᏁᏗ, ᎠᎴ ᎠᏜ ᎤᎦᎾᏍᏛ ᎦᏩᏒᎩ","And cinnamon, and odours, and ointments, and frankincense"
11351,rejected,scripture_reference,Matthew 23:23 ᎠᏍᎪᎯᏁᏰᏃ ᎢᏣᎫᏱᏍᎪ ᏒᏟ ᎠᎴ ᎡᏒ ᎠᎴ ᎦᎻᏂ,for ye pay tithe of mint and anise and cummin
11352,rejected,scripture_reference,Matthew 23:23 ᎠᏍᎪᎯᏁᏰᏃ ᎢᏣᎫᏱᏍᎪ ᏒᏟ ᎠᎴ ᎡᏒ ᎠᎴ ᎦᎻᏂ,for ye pay tithe of mint and anise and cummin
11353,rejected,scripture_reference,Matthew 23:23 ᎠᏍᎪᎯᏁᏰᏃ ᎢᏣᎫᏱᏍᎪ ᏒᏟ ᎠᎴ ᎡᏒ ᎠᎴ ᎦᎻᏂ,for ye pay tithe of mint and anise and cummin
11354,rejected,scripture_reference,Revelation 21:19 ᎢᎬᏱᏱ ᎦᎫᏍᏓᎥ ᏣᏍᏆ ᎨᏒᎩ,The first foundation was jasper
11355,rejected,scripture_reference,"Revelation 21:19 ᎢᎬᏱᏱ ᎦᎫᏍᏓᎥ ᏣᏍᏆ ᎨᏒᎩ, ᏔᎵᏁᏃ ᏌᏆᏯ","The first foundation was jasper; the second, sapphire"
11356,rejected,scripture_reference,"Revelation 21:19 ᎢᎬᏱᏱ ᎦᎫᏍᏓᎥ ᏣᏍᏆ ᎨᏒᎩ, ᏔᎵᏁᏃ ᏌᏆᏯ, ᏦᎢᏁᏃ ᎦᎵᏏᏙᏂ, ᏅᎩᏁᏃ ᎡᎻᎳ","The first foundation was jasper; the second, sapphire; the third, a chalcedony; the fourth, an emerald"
11357,rejected,scripture_reference,"Revelation 18:13 ᎠᎴ ᏏᏂᎹᏂ, ᎠᎴ ᏗᎦᏩᏒᎩ, ᎠᎴ ᎠᏠᏁᏗ, ᎠᎴ ᎠᏜ ᎤᎦᎾᏍᏛ ᎦᏩᏒᎩ","And cinnamon, and odours, and ointments, and frankincense"
11358,rejected,scripture_reference,"Revelation 21:20 ᎯᏍᎩᏃ ᏌᏙᏂᎩ, ᏑᏓᎵᏁᏃ ᏌᏗᏱ, ᎦᎵᏉᎩᏁᏃ ᎩᏐᎳᏗ, ᏧᏁᎵᏁᏃ ᏇᎵ, ᏐᎣᏁᎵᏁᏃ ᏙᏆᏏ, ᎠᏍᎪᎯᏁᏃ ᏟᏌᏇᏌ, ᏌᏚᏏᏁᏃ ᏤᏏᏂ, ᏔᎳᏚᏏᏁᏃ ᎠᎻᏗᏏ.","The fifth, sardonyx; the sixth, sardius; the seventh, chrysolyte; the eighth, beryl; the ninth, a topaz; the tenth, a chrysoprasus; the eleventh, a jacinth; the twelfth, an amethyst."
11359,rejected,scripture_reference,"Revelation 21:20 ᎯᏍᎩᏃ ᏌᏙᏂᎩ, ᏑᏓᎵᏁᏃ ᏌᏗᏱ","The fifth, sardonyx; the sixth, sardius"
11360,rejected,scripture_reference,"Revelation 21:20 ᎯᏍᎩᏃ ᏌᏙᏂᎩ, ᏑᏓᎵᏁᏃ ᏌᏗᏱ, ᎦᎵᏉᎩᏁᏃ ᎩᏐᎳᏗ","hisgine sadonigi, sudalinehno sadiyi, galiquoginehno gisoladi"
11361,rejected,low_cherokee_left|scripture_reference,"Revelation 21:20 ᏧᏁᎵᏁᏃ ᏇᎵ,","the eighth, beryl"
11362,rejected,scripture_reference,Revelation 21:20 ᏐᎣᏁᎵᏁᏃ ᏙᏆᏏ,"the ninth, a topaz"
11363,rejected,scripture_reference,Revelation 21:20 ᎠᏍᎪᎯᏁᏃ ᏟᏌᏇᏌ,"the tenth, a chrysoprasus"
11364,rejected,low_cherokee_left|scripture_reference,Revelation 21:20 ᏌᏚᏏᏁᏃ ᏤᏏᏂ,"the eleventh, a jacinth"
11365,rejected,scripture_reference,Revelation 21:20 ᏔᎳᏚᏏᏁᏃ ᎠᎻᏗᏏ,"the twelfth, an amethyst"
11367,rejected,duplicate_exact,ᎪᎯᎩ ᏥᎨᏒ ᏦᎳ ᎠᎾᏛᎯᏍᏗᏍᎬ ᎠᏂᏣᎳᎩ.,Long ago the Cherokees raised tobacco.
11368,rejected,duplicate_exact,ᏔᎵᏦᏁ ᎬᏗ ᏥᏲᎸ ᏌᎶᎵ.,I shot a squirrel with a. 22 rifle.
11369,rejected,source_tag,ᎠᎴ ᎬᏩᏚᏫᏛ ᎾᎿ ᎦᏍᎩᎸ ᏅᎩᏦᏁ ᏕᎦᎧᎲ ᏗᏍᎩᎳᏗᏍᏗ... [ᏣᏂ ᏄᏍᏛ ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 4:4],And round about the throne were four and twenty seats... [Revelation 4:4]
11370,rejected,source_tag,"ᏂᎦᎥᏉ ᏣᎳᎩᎯ ᎠᏁᎯ ᎯᏍᎩᏦᏁ (25) ᎢᏳᎾᏕᏘᏴᏛ ᎠᎴ ᎤᏓᏂᎳᎨ ᏱᎩ ᏙᏯ ᏗᏜ ᏣᎳᎩᎯ ᎠᏰᎵ... [ᏣᎳᎩᎯ ᎠᏰᎵ ᎦᎫᏍᏛᏗ, 1999]",All citizens age twenty-five (25) or older residing outside the boundaries... [CONSTITUTION OF THE CHEROKEE NATION 1999]
11371,rejected,source_tag,ᏅᎩ ᏄᏕᏘᏯ ᏑᏓᎵᏦᏁ ᏏᏅ ᏥᎨᏒ. [Beginning Cherokee],He/she (turned) four on the 26th of this month. [Beginning Cherokee]
11372,rejected,source_tag,ᏣᏂ ᎦᎵᏉᎢᏦᏁ ᎢᏳᏕᏘᏴᏓ ᎨᎵᎠ. [Beginning Cherokee],I believe John is about twenty-seven. [Beginning Cherokee]
11373,rejected,source_tag,"ᎧᎦᎵ ᏍᎩᏂ ᏓᎸᎢ ᏁᎳᏦᏁᏉ ᎢᎦ ᏚᏪᎭ, ᎬᏂ ᎠᏓᎾᏫᏗᏍᎩ ᎠᏕᏘᏴ, ᎾᏍᎩᏃ ᎾᎯᏳᎢ ᏐᏁᎳᏦᏁ ᎢᎦ ᏚᏪᎰᎢ. [Chamberlain's 1888 Cherokee Picture Book]","February which is different has just twenty-eight days, until leap year, and then it has twenty-nine days. [Chamberlain's 1888 Cherokee Picture Book]"
11374,rejected,source_tag,"ᎧᎦᎵ ᏍᎩᏂ ᏓᎸᎢ ᏁᎳᏦᏁᏉ ᎢᎦ ᏚᏪᎭ, ᎬᏂ ᎠᏓᎾᏫᏗᏍᎩ ᎠᏕᏘᏴ, ᎾᏍᎩᏃ ᎾᎯᏳᎢ ᏐᏁᎳᏦᏁ ᎢᎦ ᏚᏪᎰᎢ. [Chamberlain's 1888 Cherokee Picture Book]","February which is different has just twenty-eight days, until leap year; and then it has twenty-nine days. [Chamberlain's 1888 Cherokee Picture Book]"
11376,rejected,source_tag,1. ᏣᎳᎩ ᎧᏁᎬ ᏣᎳᎩ ᏚᏃᏴᎬᎢ. 2. ...ᎠᎴ ᏛᎾᏛᎦᏂ ᏥᏁᎬᎢ;... [ᏣᏂ 10;16],1. Cherokee Voices Cherokee Sounds 2. ...and they shall hear my voice;...[John 10:16]
11377,rejected,duplicate_exact,Ꮲ ᏍᎪᎢ ᎢᏳᏩᎦᏗ ᏂᏚᏌᏎᏅ ᎠᏎᏅ ᏚᏅᏗᏍᎢᎶᎥ ᎠᎪᏂᏍᎬᎢ.,"He fired about ten times, but he missed the target over and over."
11378,rejected,duplicate_exact,ᎤᏬᏚᏨ ᎦᏯᎱᎶ ᎤᏬᏢᏅᎢ.,He made an extremely beautiful saddle.
